headline	date	url	order	number_words	newspaper
Ferro responde hoje a invenções caluniosas	2003-05-25	https://arquivo.pt/noFrame/replay/20030525084319/http://publico.pt/	0	6	PUBLICO
Eleições de hoje em Espanha são plebiscito a Aznar	2003-05-25	https://arquivo.pt/noFrame/replay/20030525084319/http://publico.pt/	1	9	PUBLICO
Prodi implicado no desvio de fundos	2003-06-18	https://arquivo.pt/noFrame/replay/20030618023124/http://www.expresso.pt/	0	6	EXPRESSO
Governo pede ajuda à Itália	2003-06-18	https://arquivo.pt/noFrame/replay/20030618023124/http://www.expresso.pt/	2	5	EXPRESSO
Irmão de Paulo Pedroso indignado, chocado e revoltado	2003-07-17	https://arquivo.pt/noFrame/replay/20030717195815/http://publico.pt/	0	8	PUBLICO
Chissano privilegia diálogo para resolver crise em São Tomé	2003-07-17	https://arquivo.pt/noFrame/replay/20030717195815/http://publico.pt/	1	9	PUBLICO
Sampaio defende reformulação do sistema judicial e garantia do segredo de justiça	2003-09-30	https://arquivo.pt/noFrame/replay/20030930155402/http://publico.pt/	1	12	PUBLICO
FP-25: procurador-geral manda investigar arquivamento do processo	2003-09-30	https://arquivo.pt/noFrame/replay/20030930155402/http://publico.pt/	0	7	PUBLICO
Juiz desembargador diz que há cada vez mais prisão preventiva intimidatória	2003-10-10	https://arquivo.pt/noFrame/replay/20031010231335/http://publico.pt/	0	11	PUBLICO
Sub-21: Portugal vence a Eslováquia por 4-1	2003-10-10	https://arquivo.pt/noFrame/replay/20031010231335/http://publico.pt/	1	7	PUBLICO
Irlanda do Norte: católicos e protestantes chegam a acordo sobre partilha do poder	2003-10-21	https://arquivo.pt/noFrame/replay/20031021031527/http://www.publico.pt/	1	13	PUBLICO
Direcção do PS põe de parte congresso extraordinário	2003-10-21	https://arquivo.pt/noFrame/replay/20031021031527/http://www.publico.pt/	0	8	PUBLICO
Chirac: nova estratégia dos EUA para o Iraque é positiva mas insuficiente	2003-11-24	https://arquivo.pt/noFrame/replay/20031124183340/http://www.publico.pt/	0	12	PUBLICO
Bombeiros da Guarda admitem deixar de combater fogos florestais	2003-11-24	https://arquivo.pt/noFrame/replay/20031124183340/http://www.publico.pt/	1	9	PUBLICO
Filipinas: Sobe para 200 o número de vítimas de aluimentos	2003-12-21	https://arquivo.pt/noFrame/replay/20031221151015/http://publico.pt/	1	10	PUBLICO
Militares da GNR no Iraque vão regressar mais cedo a casa	2003-12-21	https://arquivo.pt/noFrame/replay/20031221151015/http://publico.pt/	0	11	PUBLICO
Deco: liberalização vai fazer disparar preço dos combustíveis	2004-01-02	https://arquivo.pt/noFrame/replay/20040102212015/http://www.publico.pt/	0	8	PUBLICO
Washington nega envolvimento na visita a central nuclear norte-coreana (actualização)	2004-01-02	https://arquivo.pt/noFrame/replay/20040102212015/http://www.publico.pt/	1	10	PUBLICO
Oposição rejeita projecto sobre Programa de Estabilidade e Crescimento	2004-02-06	https://arquivo.pt/noFrame/replay/20040206065628/http://www.publico.pt/	0	9	PUBLICO
George Tenet: CIA nunca afirmou que o Iraque representava uma ameaça iminente	2004-02-06	https://arquivo.pt/noFrame/replay/20040206065628/http://www.publico.pt/	1	12	PUBLICO
Durão não fala ao país	2004-03-31	https://arquivo.pt/noFrame/replay/20040331044050/http://www.expresso.pt/	0	5	EXPRESSO
A «vitória» de Fernando Pinto	2004-03-31	https://arquivo.pt/noFrame/replay/20040331044050/http://www.expresso.pt/	1	5	EXPRESSO
Papa apela ao fim da lógica da morte no Iraque	2004-04-11	https://arquivo.pt/noFrame/replay/20040411223702/http://www.publico.pt/	1	10	PUBLICO
Cessar-fogo em Falluja prolongado até amanhã	2004-04-11	https://arquivo.pt/noFrame/replay/20040411223702/http://www.publico.pt/	0	6	PUBLICO
Bagão anuncia subsídio de desemprego menor para quem receber indemnizações maiores	2004-05-08	https://arquivo.pt/noFrame/replay/20040508202557/http://www.publico.pt/	0	11	PUBLICO
Scolari: Agora, eu não vou!	2004-05-19	https://arquivo.pt/noFrame/replay/20040519132236/http://www.expresso.pt/	0	5	EXPRESSO
Caso Moderna regressa a tribunal	2004-05-19	https://arquivo.pt/noFrame/replay/20040519132236/http://www.expresso.pt/	2	5	EXPRESSO
Selecção portuguesa concentra-se hoje com grupo reduzido a 12 jogadores	2004-05-20	https://arquivo.pt/noFrame/replay/20040520140905/http://publico.pt/	1	10	PUBLICO
Incêndio lavra no concelho de Valongo	2004-05-20	https://arquivo.pt/noFrame/replay/20040520140905/http://publico.pt/	0	6	PUBLICO
Fahrenheit 9/11 vence a Palma de Ouro de Cannes	2004-05-23	https://arquivo.pt/noFrame/replay/20040523003732/http://publico.pt/	1	9	PUBLICO
Presidenciais: Santana Lopes confia em Durão Barroso para gerir o processo	2004-05-23	https://arquivo.pt/noFrame/replay/20040523003732/http://publico.pt/	0	11	PUBLICO
Amnistia: guerra contra o terrorismo fomentou abuso dos direitos humanos	2004-05-26	https://arquivo.pt/noFrame/replay/20040526185202/http://www.publico.pt/	1	10	PUBLICO
Serviço de Estrangeiros e Fronteiras suspende todas as greves	2004-05-26	https://arquivo.pt/noFrame/replay/20040526185202/http://www.publico.pt/	0	9	PUBLICO
Deus Pinheiro: oposição é formada por grupelhos políticos de extrema-esquerda sem significado	2004-06-06	https://arquivo.pt/noFrame/replay/20040606202648/http://www.publico.pt/	1	12	PUBLICO
Governo israelita aprova plano faseado de retirada da Faixa de Gaza	2004-06-07	https://arquivo.pt/noFrame/replay/20040607020839/http://publico.pt/	1	11	PUBLICO
Dia D: Chefes de Estado juntos na homenagem aos soldados aliados	2004-06-07	https://arquivo.pt/noFrame/replay/20040607020839/http://publico.pt/	0	11	PUBLICO
Morreu o deputado comunista Lino de Carvalho	2004-06-10	https://arquivo.pt/noFrame/replay/20040610172727/http://www.publico.pt/	1	7	PUBLICO
Europeias: Sampaio não aceita nem compreende alheamento dos portugueses	2004-06-10	https://arquivo.pt/noFrame/replay/20040610185853/http://publico.pt/	0	9	PUBLICO
Funeral de Lino de Carvalho realiza-se amanhã em Lisboa	2004-06-10	https://arquivo.pt/noFrame/replay/20040610185853/http://publico.pt/	1	9	PUBLICO
Morreu Ray Charles	2004-06-11	https://arquivo.pt/noFrame/replay/20040611045005/http://publico.pt/	0	3	PUBLICO
Europeias: cristãos-democratas vencem eleições na Holanda	2004-06-11	https://arquivo.pt/noFrame/replay/20040611045005/http://publico.pt/	1	6	PUBLICO
Mais de cem bombeiros combatem três incêndios em Castelo Branco	2004-06-12	https://arquivo.pt/noFrame/replay/20040612174956/http://www.publico.pt/	1	10	PUBLICO
Portugal perde (0-2) com a Grécia	2004-06-12	https://arquivo.pt/noFrame/replay/20040612174956/http://www.publico.pt/	0	6	PUBLICO
Sousa Franco estava 5,5% à frente	2004-06-12	https://arquivo.pt/noFrame/replay/20040612075222/http://www.expresso.pt/	0	6	EXPRESSO
Suécia goleia Bulgária por 5-0	2004-06-14	https://arquivo.pt/noFrame/replay/20040614211653/http://publico.pt/	1	5	PUBLICO
PS-Porto: Assis anuncia eleições antecipadas na distrital	2004-06-14	https://arquivo.pt/noFrame/replay/20040614211653/http://publico.pt/	0	7	PUBLICO
90% dá vitória a Portugal	2004-06-16	https://arquivo.pt/noFrame/replay/20040616145034/http://www.expresso.pt/	1	5	EXPRESSO
Portugal joga hoje à roleta russa	2004-06-16	https://arquivo.pt/noFrame/replay/20040616075031/http://www.publico.pt/	0	6	PUBLICO
Descontos para sistema privado a partir Janeiro	2004-06-16	https://arquivo.pt/noFrame/replay/20040616210026/http://publico.pt/	1	7	PUBLICO
Protecção dos Estados torna intocáveis os negociantes de armas	2004-06-16	https://arquivo.pt/noFrame/replay/20040616075031/http://www.publico.pt/	1	9	PUBLICO
Venda da Galp está quase	2004-06-18	https://arquivo.pt/noFrame/replay/20040618224202/http://www.expresso.pt/	2	5	EXPRESSO
UE: 25 chegam a acordo sobre Constituição Europeia	2004-06-19	https://arquivo.pt/noFrame/replay/20040619004308/http://publico.pt/	0	8	PUBLICO
Autarcas do PSD apelam ao Governo para inverter descontentamento	2004-06-19	https://arquivo.pt/noFrame/replay/20040619184952/http://publico.pt/	0	9	PUBLICO
Alemanha empata (0-0) com a Letónia	2004-06-19	https://arquivo.pt/noFrame/replay/20040619184952/http://publico.pt/	1	6	PUBLICO
Itália e Suécia empatam (1-1)	2004-06-19	https://arquivo.pt/noFrame/replay/20040619004308/http://publico.pt/	1	5	PUBLICO
Durão Barroso emerge como o grande favorito à sucessão de Romano Prodi	2004-06-22	https://arquivo.pt/noFrame/replay/20040622094103/http://www.publico.pt/	0	12	PUBLICO
Cidadão inglês morto à facada por ucraniano em Lisboa	2004-06-22	https://arquivo.pt/noFrame/replay/20040622094103/http://www.publico.pt/	1	9	PUBLICO
Avião russo sai da pista	2004-06-22	https://arquivo.pt/noFrame/replay/20040622183155/http://www.expresso.pt/	0	5	EXPRESSO
Alemães perdem com checos e estão fora do Euro 2004	2004-06-23	https://arquivo.pt/noFrame/replay/20040623232103/http://publico.pt/	1	10	PUBLICO
Governo anuncia referendo à Constituição Europeia em 2005	2004-06-23	https://arquivo.pt/noFrame/replay/20040623091524/http://www.publico.pt/	0	8	PUBLICO
Euro 2004: impacte na economia será marginal e inferior ao da Expo 98	2004-06-23	https://arquivo.pt/noFrame/replay/20040623232103/http://publico.pt/	0	13	PUBLICO
Fumadores morrem em média dez anos mais cedo	2004-06-23	https://arquivo.pt/noFrame/replay/20040623091524/http://www.publico.pt/	1	8	PUBLICO
Polícia britânica considera que vitória inglesa aumenta risco de desacatos	2004-06-24	https://arquivo.pt/noFrame/replay/20040624170942/http://publico.pt/	1	10	PUBLICO
Grécia nas meias-finais após vitória (1-0) sobre a França	2004-06-26	https://arquivo.pt/noFrame/replay/20040626004531/http://publico.pt/	1	9	PUBLICO
Durão decide amanhã se aceita presidência da Comissão Europeia	2004-06-26	https://arquivo.pt/noFrame/replay/20040626004531/http://publico.pt/	0	9	PUBLICO
Santana e Portas negoceiam novo governo	2004-06-27	https://arquivo.pt/noFrame/replay/20040627081244/http://www.publico.pt/	0	6	PUBLICO
Holanda vence Suécia e joga com Portugal nas meias-finais	2004-06-27	https://arquivo.pt/noFrame/replay/20040627081244/http://www.publico.pt/	1	9	PUBLICO
Comissão Europeia: Sampaio nega acordos e avisa que fará análise da situação	2004-06-27	https://arquivo.pt/noFrame/replay/20040627064210/http://publico.pt/	1	12	PUBLICO
Bertie Ahern vai propor Durão para presidente da Comissão Europeia	2004-06-28	https://arquivo.pt/noFrame/replay/20040628014411/http://publico.pt/	0	10	PUBLICO
Santana Lopes: PSD vai assegurar a estabilidade política	2004-06-28	https://arquivo.pt/noFrame/replay/20040628014411/http://publico.pt/	1	8	PUBLICO
Haja ou não eleições, o Presidente terá que nomear novo Governo	2004-06-29	https://arquivo.pt/noFrame/replay/20040629082204/http://www.publico.pt/	1	11	PUBLICO
Santana nega convite para suceder a Durão Barroso	2004-06-29	https://arquivo.pt/noFrame/replay/20040629015947/http://publico.pt/	0	8	PUBLICO
EUA e Líbia reatam relações diplomáticas directas	2004-06-29	https://arquivo.pt/noFrame/replay/20040629015947/http://publico.pt/	1	7	PUBLICO
Durão torna-se hoje presidente indigitado da Comissão Europeia	2004-06-29	https://arquivo.pt/noFrame/replay/20040629082204/http://www.publico.pt/	0	8	PUBLICO
Portugal pela primeira vez na final de uma grande competição de futebol	2004-06-30	https://arquivo.pt/noFrame/replay/20040630212009/http://publico.pt/	0	12	PUBLICO
Incêndios: meios de combate reforçados a partir de amanhã	2004-06-30	https://arquivo.pt/noFrame/replay/20040630212009/http://publico.pt/	1	9	PUBLICO
Portugal 2 - Holanda 1: tão justo quanto perfeito	2004-07-01	https://arquivo.pt/noFrame/replay/20040701114626/http://publico.pt/	1	9	PUBLICO
Presidente recebe hoje Guterres e Balsemão	2004-07-01	https://arquivo.pt/noFrame/replay/20040701114626/http://publico.pt/	0	6	PUBLICO
Vi as caras da vitória	2004-07-01	https://arquivo.pt/noFrame/replay/20040701060606/http://www.expresso.pt/	3	5	EXPRESSO
Incêndios em Santarém e Faro mobilizam 170 bombeiros	2004-07-04	https://arquivo.pt/noFrame/replay/20040704044900/http://publico.pt/	1	8	PUBLICO
Todos os jogadores portugueses disponíveis para a final	2004-07-04	https://arquivo.pt/noFrame/replay/20040704044900/http://publico.pt/	0	8	PUBLICO
Trapattoni é o novo treinador do Benfica	2004-07-05	https://arquivo.pt/noFrame/replay/20040705031547/http://publico.pt/	1	7	PUBLICO
Milhares de gregos na rua	2004-07-05	https://arquivo.pt/noFrame/replay/20040705013715/http://www.expresso.pt/	2	5	EXPRESSO
Grécia vence Portugal e sagra-se campeã europeia de futebol	2004-07-05	https://arquivo.pt/noFrame/replay/20040705031547/http://publico.pt/	0	9	PUBLICO
Nova Lei de Segurança conhecida hoje em Bagdad	2004-07-07	https://arquivo.pt/noFrame/replay/20040707073249/http://publico.pt/	1	8	PUBLICO
Palácio de Belém em clima pró-antecipadas	2004-07-07	https://arquivo.pt/noFrame/replay/20040707073249/http://publico.pt/	0	6	PUBLICO
Carlos César pede sensatez nos comentários sobre decisão de Sampaio	2004-07-10	https://arquivo.pt/noFrame/replay/20040710190147/http://publico.pt/	0	10	PUBLICO
Portugal perdeu uma grande mulher	2004-07-10	https://arquivo.pt/noFrame/replay/20040710190147/http://publico.pt/	1	5	PUBLICO
Primeiro-ministro chinês diz que combate à sida deve ser prioridade nacional	2004-07-11	https://arquivo.pt/noFrame/replay/20040711022709/http://www.publico.pt/	1	11	PUBLICO
Líder do PS Lisboa quer Jorge Coelho na liderança do partido	2004-07-11	https://arquivo.pt/noFrame/replay/20040711022709/http://www.publico.pt/	0	11	PUBLICO
Kofi Annan exorta líderes a acelerar combate contra a sida	2004-07-12	https://arquivo.pt/noFrame/replay/20040712035055/http://www.publico.pt/	1	10	PUBLICO
Santana Lopes indigitado pelo PSD para primeiro-ministro	2004-07-12	https://arquivo.pt/noFrame/replay/20040712035055/http://www.publico.pt/	0	7	PUBLICO
Sócrates avança se Vitorino estiver indisponível para suceder a Ferro	2004-07-13	https://arquivo.pt/noFrame/replay/20040713082241/http://www.publico.pt/	1	10	PUBLICO
Vagas no superior congeladas mas sobem nos cursos de saúde	2004-07-13	https://arquivo.pt/noFrame/replay/20040713082241/http://www.publico.pt/	0	10	PUBLICO
Carmona confirma que vai assumir presidência da Câmara de Lisboa	2004-07-14	https://arquivo.pt/noFrame/replay/20040714023119/http://publico.pt/	1	10	PUBLICO
Cerca de 16 mil hectares destruídos pelo fogo desde o início do ano	2004-07-14	https://arquivo.pt/noFrame/replay/20040714023119/http://publico.pt/	0	13	PUBLICO
José Sócrates deverá anunciar hoje candidatura a secretário-geral	2004-07-15	https://arquivo.pt/noFrame/replay/20040715091535/http://publico.pt/	1	8	PUBLICO
Coligação prepara governo a pensar nas legislativas de 2006	2004-07-15	https://arquivo.pt/noFrame/replay/20040715091535/http://publico.pt/	0	9	PUBLICO
Jorge Sampaio veta Lei de Bases da Educação	2004-07-16	https://arquivo.pt/noFrame/replay/20040716051605/http://publico.pt/	0	8	PUBLICO
Zona Euro cresce no primeiro trimestre ao ritmo mais elevado em dois anos e meio	2004-07-16	https://arquivo.pt/noFrame/replay/20040716051605/http://publico.pt/	1	15	PUBLICO
Sarmento complicou Governo até ao fim	2004-07-17	https://arquivo.pt/noFrame/replay/20040717074159/http://www.expresso.pt/	0	6	EXPRESSO
Sida: farmacêuticas acordam reduzir preços de anti-retrovirais em países em desenvolvimento	2004-07-18	https://arquivo.pt/noFrame/replay/20040718050621/http://publico.pt/	0	11	PUBLICO
Álvaro Barreto será ministro dos Assuntos Económicos e António Mexia das Obras Públicas	2004-07-18	https://arquivo.pt/noFrame/replay/20040718050621/http://publico.pt/	1	13	PUBLICO
Bruxelas exige fim de IVA reduzido nas portagens da Ponte 25 de Abril	2004-07-20	https://arquivo.pt/noFrame/replay/20040720081527/http://www.publico.pt/	1	13	PUBLICO
PS: José Lamego desiste da corrida à liderança e vai apoiar Sócrates	2004-07-20	https://arquivo.pt/noFrame/replay/20040720081527/http://www.publico.pt/	0	12	PUBLICO
Casa da Música: derrapagem financeira deveu-se a planeamento insuficiente	2004-07-21	https://arquivo.pt/noFrame/replay/20040721085156/http://www.publico.pt/	0	9	PUBLICO
Tour: Armstrong vence etapa e veste camisola amarela	2004-07-21	https://arquivo.pt/noFrame/replay/20040721085156/http://www.publico.pt/	1	8	PUBLICO
Câmara de Lisboa poderá atrasar obras para equilibrar orçamento	2004-07-22	https://arquivo.pt/noFrame/replay/20040722060056/http://publico.pt/	1	9	PUBLICO
Socialistas europeus votam contra Durão Barroso	2004-07-22	https://arquivo.pt/noFrame/replay/20040722081522/http://www.publico.pt/	1	6	PUBLICO
Divulgada lista oficial dos secretários de Estado	2004-07-22	https://arquivo.pt/noFrame/replay/20040722081522/http://www.publico.pt/	0	7	PUBLICO
Críticos de «cara à banda»	2004-07-22	https://arquivo.pt/noFrame/replay/20040722052704/http://www.expresso.pt/	3	5	EXPRESSO
Durão Barroso promete criar pontes entre ricos e pobres	2004-07-22	https://arquivo.pt/noFrame/replay/20040722060056/http://publico.pt/	0	9	PUBLICO
Santana Lopes anuncia secretarias de Estado em seis cidades	2004-07-24	https://arquivo.pt/noFrame/replay/20040724065904/http://publico.pt/	0	9	PUBLICO
Direcção-Geral de Saúde activa alerta amarelo em 14 distritos	2004-07-24	https://arquivo.pt/noFrame/replay/20040724065904/http://publico.pt/	1	9	PUBLICO
Famílias sem fontes de receita ficam de fora do Rendimento Social de Inserção	2004-07-25	https://arquivo.pt/noFrame/replay/20040725092305/http://www.publico.pt/	0	13	PUBLICO
Não há um sistema coordenado de assistência nas praias portuguesas	2004-07-25	https://arquivo.pt/noFrame/replay/20040725092305/http://www.publico.pt/	1	10	PUBLICO
Calor: quatro distritos em alerta laranja e onze em amarelo	2004-07-25	https://arquivo.pt/noFrame/replay/20040725025949/http://publico.pt/	1	10	PUBLICO
1º ministro de «alto risco»	2004-07-25	https://arquivo.pt/noFrame/replay/20040725065449/http://www.expresso.pt/	0	5	EXPRESSO
Manuel Alegre resolveu mal-entendido com Jorge Coelho	2004-07-25	https://arquivo.pt/noFrame/replay/20040725025949/http://publico.pt/	0	7	PUBLICO
Santana enfrenta três moções de rejeição e uma de confiança	2004-07-27	https://arquivo.pt/noFrame/replay/20040727073709/http://www.publico.pt/	0	10	PUBLICO
Lisboa ultrapassa Algarve nas receitas do turismo	2004-07-27	https://arquivo.pt/noFrame/replay/20040727073709/http://www.publico.pt/	1	7	PUBLICO
IDICT: Governo admite derrapagem de 2,5 milhões de euros no semestre	2004-08-04	https://arquivo.pt/noFrame/replay/20040804011459/http://publico.pt/	1	11	PUBLICO
Chefes de equipa da urgência do Hospital Pedro Hispano demitem-se em bloco	2004-08-04	https://arquivo.pt/noFrame/replay/20040804011459/http://publico.pt/	0	12	PUBLICO
Apresentação do FC Porto ainda sem treinador	2004-08-08	https://arquivo.pt/noFrame/replay/20040808044531/http://publico.pt/	0	7	PUBLICO
Vírus do Nilo: casos de febre súbita no Algarve devem ser considerados suspeitos	2004-08-08	https://arquivo.pt/noFrame/replay/20040808044531/http://publico.pt/	1	13	PUBLICO
Espanhol David Bernabéu vence 66ª Volta a Portugal	2004-08-09	https://arquivo.pt/noFrame/replay/20040809035251/http://publico.pt/	1	8	PUBLICO
António Monteiro garante que mergulhadores portugueses estão todos bem	2004-08-09	https://arquivo.pt/noFrame/replay/20040809035251/http://publico.pt/	0	9	PUBLICO
Militantes do PS propõem debate de governação com o PCP e o BE	2004-08-10	https://arquivo.pt/noFrame/replay/20040810114856/http://publico.pt/	1	13	PUBLICO
Santana convoca procurador por causa das cassetes roubadas	2004-08-10	https://arquivo.pt/noFrame/replay/20040810114856/http://publico.pt/	0	8	PUBLICO
Tropas norte-americanas lançam forte ofensiva em Najaf	2004-08-13	https://arquivo.pt/noFrame/replay/20040813085916/http://www.publico.pt/	1	7	PUBLICO
Os Jogos regressam a casa	2004-08-13	https://arquivo.pt/noFrame/replay/20040813085916/http://www.publico.pt/	0	5	PUBLICO
PSD e CDS não vão pedir a Jorge Sampaio demissão do procurador-geral	2004-08-14	https://arquivo.pt/noFrame/replay/20040814080338/http://www.publico.pt/	0	12	PUBLICO
Atenas 2004: segundo dia positivo para a China, Japão e Austrália	2004-08-16	https://arquivo.pt/noFrame/replay/20040816015440/http://publico.pt/	1	11	PUBLICO
Venezuela: encerramento das urnas adiado por quatro horas	2004-08-16	https://arquivo.pt/noFrame/replay/20040816015440/http://publico.pt/	0	8	PUBLICO
EUA pedem inquérito às denúncias de fraude na Venezuela	2004-08-17	https://arquivo.pt/noFrame/replay/20040817034254/http://publico.pt/	1	9	PUBLICO
Inquérito: explosão em Leixões deveu-se a insuficientes procedimentos de segurança	2004-08-17	https://arquivo.pt/noFrame/replay/20040817081204/http://www.publico.pt/	1	10	PUBLICO
Energias renováveis já são mais baratas que o petróleo	2004-08-17	https://arquivo.pt/noFrame/replay/20040817081204/http://www.publico.pt/	0	9	PUBLICO
Jogos Olímpicos: a recuperação americana ao quarto dia	2004-08-18	https://arquivo.pt/noFrame/replay/20040818014740/http://publico.pt/	1	8	PUBLICO
Incêndios consumiram menos de um terço da área ardida em 2003	2004-08-18	https://arquivo.pt/noFrame/replay/20040818014740/http://publico.pt/	0	11	PUBLICO
Jovem ferido na queda de baliza em Melgaço	2004-08-19	https://arquivo.pt/noFrame/replay/20040819003240/http://publico.pt/	1	8	PUBLICO
Desilusão portuguesa no quinto dia de Jogos Olímpicos	2004-08-19	https://arquivo.pt/noFrame/replay/20040819003240/http://publico.pt/	0	8	PUBLICO
EUA e China lideram ranking de medalhas em Atenas	2004-08-20	https://arquivo.pt/noFrame/replay/20040820062534/http://publico.pt/	1	9	PUBLICO
Iraque: Moqtada al-Sadr recusa desarmar a sua milícia	2004-08-20	https://arquivo.pt/noFrame/replay/20040820062534/http://publico.pt/	0	8	PUBLICO
Barroso duvida que UE possa tornar-se a economia mais competitiva do mundo em 2010	2004-08-20	https://arquivo.pt/noFrame/replay/20040820084150/http://www.publico.pt/	1	14	PUBLICO
CP reclama 27 milhões de euros ao Governo pelo transporte de funcionários	2004-08-20	https://arquivo.pt/noFrame/replay/20040820084150/http://www.publico.pt/	0	12	PUBLICO
Sadr entrega contolo do mausoléu do imã Ali à hierarquia xiita	2004-08-21	https://arquivo.pt/noFrame/replay/20040821085513/http://www.publico.pt/	1	11	PUBLICO
Polícia apanha 50 condutores sem seguro todos os dias	2004-08-21	https://arquivo.pt/noFrame/replay/20040821085513/http://www.publico.pt/	0	9	PUBLICO
Obikwelu nas meias finais dos 100m com recorde nacional	2004-08-22	https://arquivo.pt/noFrame/replay/20040822030834/http://publico.pt/	1	9	PUBLICO
Galiza: dois portugueses feridos nas explosões em Sanxenxo (actualização)	2004-08-22	https://arquivo.pt/noFrame/replay/20040822030834/http://publico.pt/	0	9	PUBLICO
O Grito e Madonna, de Edvard Munch, roubados do Museu de Oslo	2004-08-23	https://arquivo.pt/noFrame/replay/20040823033058/http://publico.pt/	1	12	PUBLICO
Atletismo: Francis Obikwelu conquista medalha de prata nos 100m	2004-08-23	https://arquivo.pt/noFrame/replay/20040823033058/http://publico.pt/	0	9	PUBLICO
Dia 10: Francis Obikwelu já recebeu a medalha	2004-08-24	https://arquivo.pt/noFrame/replay/20040824042959/http://publico.pt/	1	8	PUBLICO
Eurostat: poder de compra português foi o que menos progrediu	2004-08-24	https://arquivo.pt/noFrame/replay/20040824042959/http://publico.pt/	0	10	PUBLICO
Oposição exige explicações sobre ordenado do chefe de gabinete de Rui Rio	2004-08-25	https://arquivo.pt/noFrame/replay/20040825093234/http://www.publico.pt/	1	12	PUBLICO
Queda de dois aviões na Rússia: versão de atentado terrorista ganha cada vez mais força	2004-08-25	https://arquivo.pt/noFrame/replay/20040825093234/http://www.publico.pt/	0	15	PUBLICO
Francis Obikwelu na final dos 200 metros	2004-08-26	https://arquivo.pt/noFrame/replay/20040826004930/http://publico.pt/	0	7	PUBLICO
FC Porto e Chelsea no mesmo grupo da Liga dos Campeões	2004-08-26	https://arquivo.pt/noFrame/replay/20040826173350/http://www.publico.pt/	1	11	PUBLICO
Abu Ghraib: 27 militares dos serviços secretos acusados de incitar abusos	2004-08-26	https://arquivo.pt/noFrame/replay/20040826004930/http://publico.pt/	1	11	PUBLICO
Ferro apresenta queixa contra Adelino Salvado no Conselho Superior da Magistratura	2004-08-26	https://arquivo.pt/noFrame/replay/20040826173350/http://www.publico.pt/	0	11	PUBLICO
Professores ameaçam pedir indemnizações ao ME por erros nos concursos	2004-08-27	https://arquivo.pt/noFrame/replay/20040827082011/http://www.publico.pt/	0	10	PUBLICO
Canoagem: Emanuel Silva sétimo na final de K1 1000 metros	2004-08-27	https://arquivo.pt/noFrame/replay/20040827082011/http://www.publico.pt/	1	10	PUBLICO
ONU: medidas adoptadas contra Al-Qaeda foram ineficazes	2004-08-28	https://arquivo.pt/noFrame/replay/20040828044544/http://publico.pt/	1	7	PUBLICO
FC Porto perde com Valência por 2-1	2004-08-28	https://arquivo.pt/noFrame/replay/20040828044544/http://publico.pt/	0	7	PUBLICO
Sporting vence Gil Vicente por 3-2	2004-08-29	https://arquivo.pt/noFrame/replay/20040829081259/http://www.publico.pt/	1	6	PUBLICO
Interdição do barco do aborto surpreendeu PSD e CDS	2004-08-29	https://arquivo.pt/noFrame/replay/20040829081259/http://www.publico.pt/	0	9	PUBLICO
Grécia encerra Jogos Olímpicos de 2004	2004-08-30	https://arquivo.pt/noFrame/replay/20040830040013/http://www.publico.pt/	0	6	PUBLICO
Centenas de milhares manifestam-se contra Bush em Nova Iorque	2004-08-30	https://arquivo.pt/noFrame/replay/20040830040013/http://www.publico.pt/	1	9	PUBLICO
Hamas reivindica duplo atentado no Sul de Israel	2004-08-31	https://arquivo.pt/noFrame/replay/20040831163313/http://publico.pt/	1	8	PUBLICO
Parlamento Europeu debate decisão portuguesa sobre barco da Women on Waves	2004-08-31	https://arquivo.pt/noFrame/replay/20040831085624/http://www.publico.pt/	1	11	PUBLICO
Iraque: Raptores de jornalistas franceses prolongam prazo por mais 24 horas	2004-08-31	https://arquivo.pt/noFrame/replay/20040831000750/http://www.publico.pt/	1	11	PUBLICO
Juíza de turno quis prender seis arguidos do processo Casa Pia	2004-08-31	https://arquivo.pt/noFrame/replay/20040831085624/http://www.publico.pt/	0	11	PUBLICO
Paulo Portas: polémica do barco da Women on Waves está encerrada	2004-08-31	https://arquivo.pt/noFrame/replay/20040831163313/http://publico.pt/	0	11	PUBLICO
Acção terrorista na Ossétia do Norte já fez sete mortos	2004-09-01	https://arquivo.pt/noFrame/replay/20040901150747/http://www.publico.pt/	0	10	PUBLICO
Santana Lopes: Women on Waves não garantiu cumprimento da lei nacional	2004-09-01	https://arquivo.pt/noFrame/replay/20040901150747/http://www.publico.pt/	1	11	PUBLICO
Santana: aumentos salariais devem acompanhar taxa de produtividade	2004-09-05	https://arquivo.pt/noFrame/replay/20040905084508/http://www.publico.pt/	1	8	PUBLICO
Meio milhão de portugueses sofre de diabetes tipo II	2004-09-05	https://arquivo.pt/noFrame/replay/20040905084508/http://www.publico.pt/	0	9	PUBLICO
PS: Alegre e Soares ao ataque e Sócrates preocupado com imagem de moderação	2004-09-07	https://arquivo.pt/noFrame/replay/20040907083604/http://www.publico.pt/	1	13	PUBLICO
Tribunal mantém proibição de entrada do barco da Women on Waves	2004-09-07	https://arquivo.pt/noFrame/replay/20040907083604/http://www.publico.pt/	0	11	PUBLICO
Bancos oferecem crédito para financiar despesas escolares	2004-09-10	https://arquivo.pt/noFrame/replay/20040910090013/http://www.publico.pt/	1	7	PUBLICO
