headline	date	url	order	number_words	newspaper
Paulo Bento quer jogar no Luxemburgo como se estivesse no Euro 2012	2012-09-07	https://arquivo.pt/noFrame/replay/20120907153407/http://publico.pt/	4	12	PUBLICO
Centro criou embrião com espermatozóide de homem errado	2012-09-07	https://arquivo.pt/noFrame/replay/20120907153407/http://publico.pt/	5	8	PUBLICO
Atentado junto às barricadas do quartel-general da NATO em Cabul	2012-09-08	https://arquivo.pt/noFrame/replay/20120908153234/http://publico.pt/	1	10	PUBLICO
Descobertas em Portugal novas populações da rara borboleta-azul	2012-09-08	https://arquivo.pt/noFrame/replay/20120908153234/http://publico.pt/	3	8	PUBLICO
Decisões do BCE são positivas mas arriscadas, diz a Standard & Poor´s	2012-09-08	https://arquivo.pt/noFrame/replay/20120908153234/http://publico.pt/	4	12	PUBLICO
Reportagem: o intruso da tenda 3009	2012-09-08	https://arquivo.pt/noFrame/replay/20120908153234/http://publico.pt/	5	6	PUBLICO
Crise forçou corte de três mil milhões nas despesas das famílias até Junho	2012-09-08	https://arquivo.pt/noFrame/replay/20120908153234/http://publico.pt/	0	13	PUBLICO
Menos alunos no Ensino Superior este ano	2012-09-09	https://arquivo.pt/noFrame/replay/20120909225809/http://www.expresso.pt/	0	7	EXPRESSO
Seguro deixa implícito chumbo do Orçamento	2012-09-09	https://arquivo.pt/noFrame/replay/20120909225809/http://www.expresso.pt/	1	6	EXPRESSO
Cidadão Passos lamenta-se no Facebook	2012-09-09	https://arquivo.pt/noFrame/replay/20120909225809/http://www.expresso.pt/	2	5	EXPRESSO
Crise multiplica casos de veículos abandonados	2012-09-09	https://arquivo.pt/noFrame/replay/20120909225809/http://www.expresso.pt/	3	6	EXPRESSO
Saiba quais são as sete praias maravilha de Portugal	2012-09-09	https://arquivo.pt/noFrame/replay/20120909225809/http://www.expresso.pt/	5	9	EXPRESSO
Nova lei de Estrangeiros entra hoje em vigor	2012-09-09	https://arquivo.pt/noFrame/replay/20120909225809/http://www.expresso.pt/	4	8	EXPRESSO
Ensino Superior com a menor procura desde 2006	2012-09-09	https://arquivo.pt/noFrame/replay/20120909152832/http://publico.pt/	4	8	PUBLICO
Três das praias-maravilha ficam no Sudoeste Alentejano e Costa Vicentina	2012-09-09	https://arquivo.pt/noFrame/replay/20120909152832/http://publico.pt/	5	10	PUBLICO
Vaga de ataques no Iraque causa 51 mortos em menos de 24 horas	2012-09-09	https://arquivo.pt/noFrame/replay/20120909152832/http://publico.pt/	3	13	PUBLICO
Juízes: novas medidas são afronta ao Tribunal Constitucional	2012-09-09	https://arquivo.pt/noFrame/replay/20120909152832/http://publico.pt/	2	8	PUBLICO
Seguro abre a porta ao chumbo do próximo Orçamento do Estado	2012-09-09	https://arquivo.pt/noFrame/replay/20120909152832/http://publico.pt/	1	11	PUBLICO
Cortes salariais não bastam: vêm aí mais medidas	2012-09-09	https://arquivo.pt/noFrame/replay/20120909152832/http://publico.pt/	0	8	PUBLICO
Nome de Henriques Gaspar para procurador-geral agrada a Belém	2012-09-10	https://arquivo.pt/noFrame/replay/20120910153104/http://publico.pt/	5	9	PUBLICO
Alunos do pré-escolar, básico e secundário regressam à escola	2012-09-10	https://arquivo.pt/noFrame/replay/20120910153104/http://publico.pt/	3	9	PUBLICO
PSD e CDS recuam na entrega da casa para pagamento integral da dívida	2012-09-10	https://arquivo.pt/noFrame/replay/20120910153104/http://publico.pt/	4	13	PUBLICO
Ministro das Finanças revela avaliação da troika amanhã	2012-09-10	https://arquivo.pt/noFrame/replay/20120910153104/http://publico.pt/	0	8	PUBLICO
Incumprimento empurra crédito malparado para novo recorde	2012-09-10	https://arquivo.pt/noFrame/replay/20120910153104/http://publico.pt/	2	7	PUBLICO
Governo cria minuta interna para explicar austeridade	2012-09-10	https://arquivo.pt/noFrame/replay/20120910153104/http://publico.pt/	1	7	PUBLICO
Ferreira Leite desafia deputados a travar medidas que deixarão o país destroçado	2012-09-13	https://arquivo.pt/noFrame/replay/20120913152814/http://publico.pt/	4	12	PUBLICO
A Terra tem um novo recorde de temperatura; mas é menor	2012-09-13	https://arquivo.pt/noFrame/replay/20120913152814/http://publico.pt/	3	11	PUBLICO
Um morto junto a embaixada dos EUA no Iémen	2012-09-13	https://arquivo.pt/noFrame/replay/20120913152814/http://publico.pt/	2	9	PUBLICO
Seguro fala ao país esta tarde	2012-09-13	https://arquivo.pt/noFrame/replay/20120913152814/http://publico.pt/	1	6	PUBLICO
Estrangeiros impulsionam subida na hotelaria em Julho	2012-09-13	https://arquivo.pt/noFrame/replay/20120913152814/http://publico.pt/	0	7	PUBLICO
Governo antecipa queda do consumo, investimento e emprego em 2013	2012-09-15	https://arquivo.pt/noFrame/replay/20120915235927/http://www.expresso.pt/	5	10	EXPRESSO
Miguel Sousa Tavares: Passos Coelho mentiu quatro vezes	2012-09-15	https://arquivo.pt/noFrame/replay/20120915235927/http://www.expresso.pt/	4	8	EXPRESSO
Seguro: Não queremos nenhuma crise política em Portugal	2012-09-15	https://arquivo.pt/noFrame/replay/20120915235927/http://www.expresso.pt/	3	8	EXPRESSO
Não há química na coligação	2012-09-15	https://arquivo.pt/noFrame/replay/20120915235927/http://www.expresso.pt/	2	5	EXPRESSO
Torre de castelo coberta de negro com a palavra basta	2012-09-15	https://arquivo.pt/noFrame/replay/20120915235927/http://www.expresso.pt/	1	10	EXPRESSO
Paulo Portas só deve falar amanhã	2012-09-15	https://arquivo.pt/noFrame/replay/20120915152408/http://publico.pt/	1	6	PUBLICO
Não à vingança e sim a uma sociedade plural, pede o Papa	2012-09-15	https://arquivo.pt/noFrame/replay/20120915152408/http://publico.pt/	4	12	PUBLICO
Manifestantes de toda a Espanha protestam em Madrid	2012-09-15	https://arquivo.pt/noFrame/replay/20120915152408/http://publico.pt/	5	8	PUBLICO
Seguro: Governo deve antecipar entrega do OE em 15 dias para permitir fiscalização	2012-09-16	https://arquivo.pt/noFrame/replay/20120916152103/http://publico.pt/	5	13	PUBLICO
Bombardeamento da NATO mata oito mulheres	2012-09-16	https://arquivo.pt/noFrame/replay/20120916152103/http://publico.pt/	1	6	PUBLICO
Estados Unidos retiram pessoal de representações na Tunísia e no Sudão	2012-09-16	https://arquivo.pt/noFrame/replay/20120916152103/http://publico.pt/	3	11	PUBLICO
Bancos alvo da revolta no Porto.	2012-09-16	https://arquivo.pt/noFrame/replay/20120916152103/http://publico.pt/	2	6	PUBLICO
Paulo Portas desafia Governo a ter uma posição de abertura	2012-09-16	https://arquivo.pt/noFrame/replay/20120916152103/http://publico.pt/	0	10	PUBLICO
Passos Coelho com 31 veículos do Estado ao seu serviço	2012-09-16	https://arquivo.pt/noFrame/replay/20120916152103/http://publico.pt/	4	10	PUBLICO
Ministros do PSD criticaram aumento da TSU em reunião com Passos	2012-09-18	https://arquivo.pt/noFrame/replay/20120918153822/http://publico.pt/	0	11	PUBLICO
Governo recusa propostas salariais da Frente Comum e do STE	2012-09-18	https://arquivo.pt/noFrame/replay/20120918153822/http://publico.pt/	1	10	PUBLICO
Um ano de prisão com pena suspensa para detido na manifestação de sábado	2012-09-18	https://arquivo.pt/noFrame/replay/20120918153822/http://publico.pt/	2	13	PUBLICO
Paulo Azevedo considera que as mexidas na TSU são más	2012-09-18	https://arquivo.pt/noFrame/replay/20120918153822/http://publico.pt/	3	10	PUBLICO
Poluição na Avenida da Liberdade já ultrapassou limites para 2012	2012-09-18	https://arquivo.pt/noFrame/replay/20120918153822/http://publico.pt/	4	10	PUBLICO
Morreu Luiz Goes, a voz do fado de Coimbra	2012-09-18	https://arquivo.pt/noFrame/replay/20120918153822/http://publico.pt/	5	9	PUBLICO
Portugal é um país sem rumo, acusa Filipe de Botton	2012-09-18	https://arquivo.pt/noFrame/replay/20120918151911/http://www.publico.pt/	3	10	PUBLICO
Detido na manifestação foi condenado a um ano de prisão	2012-09-19	https://arquivo.pt/noFrame/replay/20120919001627/http://www.expresso.pt/	0	10	EXPRESSO
Gaspar vai apresentar nova proposta para TSU no Conselho de Estado	2012-09-19	https://arquivo.pt/noFrame/replay/20120919001627/http://www.expresso.pt/	1	11	EXPRESSO
Espanha, Portugal e América Latina discutem a ETA e o narcotráfico	2012-09-19	https://arquivo.pt/noFrame/replay/20120919001627/http://www.expresso.pt/	2	11	EXPRESSO
Morreu Luís Goes	2012-09-19	https://arquivo.pt/noFrame/replay/20120919001627/http://www.expresso.pt/	3	3	EXPRESSO
O maior álbum de fotos dos leitores sobre as 'manifs' (em atualização)	2012-09-19	https://arquivo.pt/noFrame/replay/20120919001627/http://www.expresso.pt/	4	12	EXPRESSO
Espanha regressa ao clube da bancarrota	2012-09-19	https://arquivo.pt/noFrame/replay/20120919001627/http://www.expresso.pt/	5	6	EXPRESSO
CAP disposta a anular mexidas da TSU na contratação colectiva	2012-09-19	https://arquivo.pt/noFrame/replay/20120919153511/http://publico.pt/	1	10	PUBLICO
CGTP pede reunião de urgência com Passos Coelho	2012-09-19	https://arquivo.pt/noFrame/replay/20120919153511/http://publico.pt/	2	8	PUBLICO
Caricaturas de Maomé levam França a fechar embaixadas e escolas	2012-09-19	https://arquivo.pt/noFrame/replay/20120919153511/http://publico.pt/	3	10	PUBLICO
Nascem cada vez menos bebés em Portugal	2012-09-19	https://arquivo.pt/noFrame/replay/20120919153511/http://publico.pt/	4	7	PUBLICO
Seguro: Governo deve retirar já a proposta da TSU	2012-09-19	https://arquivo.pt/noFrame/replay/20120919153511/http://publico.pt/	5	9	PUBLICO
Cavaco dá luz verde à privatização da TAP	2012-09-19	https://arquivo.pt/noFrame/replay/20120919153511/http://publico.pt/	0	8	PUBLICO
Jesus diz que Benfica é um dos grandes candidatos ao título	2012-09-22	https://arquivo.pt/noFrame/replay/20120922151806/http://www.publico.pt/	3	11	PUBLICO
Finanças mandam parar novas acções de formação para desempregados	2012-09-22	https://arquivo.pt/noFrame/replay/20120922151806/http://www.publico.pt/	2	9	PUBLICO
Merkel evoca Charles de Gaulle para falar dos desafios da Europa	2012-09-22	https://arquivo.pt/noFrame/replay/20120922151806/http://www.publico.pt/	1	11	PUBLICO
Basta, gritaram os manifestantes durante as oito horas do Conselho de Estado	2012-09-22	https://arquivo.pt/noFrame/replay/20120922151806/http://www.publico.pt/	0	12	PUBLICO
Americanos já não dizem que Romney é o melhor para consertar a economia	2012-09-22	https://arquivo.pt/noFrame/replay/20120922151806/http://www.publico.pt/	5	13	PUBLICO
Bank of China prepara entrada em Portugal	2012-09-25	https://arquivo.pt/noFrame/replay/20120925152241/http://www.publico.pt/	5	7	PUBLICO
Obama vai avisar Irão que tudo fará para impedir armas nucleares	2012-09-25	https://arquivo.pt/noFrame/replay/20120925152241/http://www.publico.pt/	4	11	PUBLICO
Abu Hamza vai ser extraditado do Reino Unido para os EUA	2012-09-25	https://arquivo.pt/noFrame/replay/20120925152241/http://www.publico.pt/	3	11	PUBLICO
CGD vai assumir perdas de 50 milhões com auto-estradas em Espanha e Grécia	2012-09-25	https://arquivo.pt/noFrame/replay/20120925152241/http://www.publico.pt/	0	13	PUBLICO
Antigos administradores da ERSE podem receber salário durante dois anos	2012-09-25	https://arquivo.pt/noFrame/replay/20120925152241/http://www.publico.pt/	1	10	PUBLICO
Restaurantes aceitam pagamentos electrónicos no dia sem cartões	2012-09-25	https://arquivo.pt/noFrame/replay/20120925152241/http://www.publico.pt/	2	8	PUBLICO
Crato justifica aumentos no ensino superior com imposição legal	2012-09-28	https://arquivo.pt/noFrame/replay/20120928153056/http://publico.pt/	1	9	PUBLICO
Sud Expresso e Lusitânia Expresso passam a comboio único a partir de 4 de Outubro	2012-09-28	https://arquivo.pt/noFrame/replay/20120928153056/http://publico.pt/	3	15	PUBLICO
Caloira do Politécnico de Beja teria antecedentes cardíacos	2012-09-28	https://arquivo.pt/noFrame/replay/20120928153056/http://publico.pt/	4	8	PUBLICO
Samuel L. Jackson lança grito de alerta aos eleitores de Obama: Acordem!	2012-09-28	https://arquivo.pt/noFrame/replay/20120928153056/http://publico.pt/	5	12	PUBLICO
Estado concedeu mil milhões em benefícios fiscais a 40 empresas	2012-09-28	https://arquivo.pt/noFrame/replay/20120928153056/http://publico.pt/	2	10	PUBLICO
Paula Rego desolada com extinção da sua fundação em Cascais	2012-09-29	https://arquivo.pt/noFrame/replay/20120929152836/http://publico.pt/	2	10	PUBLICO
António Borges classifica críticos da TSU como ignorantes	2012-09-29	https://arquivo.pt/noFrame/replay/20120929152836/http://publico.pt/	0	8	PUBLICO
Associação de municípios convida autarcas a entregarem as chaves das câmaras	2012-09-29	https://arquivo.pt/noFrame/replay/20120929152836/http://publico.pt/	1	11	PUBLICO
Relvas alerta para perigo da falta de confiança nos políticos europeus	2012-09-29	https://arquivo.pt/noFrame/replay/20120929152836/http://publico.pt/	5	11	PUBLICO
Milhares no Terreiro do Paço em protesto da CGTP	2012-09-29	https://arquivo.pt/noFrame/replay/20120929152044/http://www.publico.pt/	0	9	PUBLICO
Pai da caloira internada depois de praxe diz que a filha sempre foi saudável	2012-09-29	https://arquivo.pt/noFrame/replay/20120929152836/http://publico.pt/	4	14	PUBLICO
Banqueiros favoráveis à privatização da CGD	2012-09-29	https://arquivo.pt/noFrame/replay/20120929012139/http://www.expresso.pt/	5	6	EXPRESSO
Autor do vídeo que difama Maomé detido nos EUA	2012-09-29	https://arquivo.pt/noFrame/replay/20120929012139/http://www.expresso.pt/	3	9	EXPRESSO
Austeridade afunda confiança de famílias e empresas	2012-09-29	https://arquivo.pt/noFrame/replay/20120929012139/http://www.expresso.pt/	4	7	EXPRESSO
Défice atinge 6,8% do PIB	2012-09-29	https://arquivo.pt/noFrame/replay/20120929012139/http://www.expresso.pt/	0	5	EXPRESSO
Quantos cabem no Terreiro do Paço?	2012-09-29	https://arquivo.pt/noFrame/replay/20120929012139/http://www.expresso.pt/	1	6	EXPRESSO
Cortes nos medicamentos voltam a gerar indignação	2012-09-29	https://arquivo.pt/noFrame/replay/20120929012139/http://www.expresso.pt/	2	7	EXPRESSO
Secretário de Estado despachou sobre milhões dos grupos económicos ao arrepio da IGF	2012-10-02	https://arquivo.pt/noFrame/replay/20121002153212/http://publico.pt/	4	13	PUBLICO
Crise faz consumo de papas aumentar 7%	2012-10-02	https://arquivo.pt/noFrame/replay/20121002153212/http://publico.pt/	3	7	PUBLICO
Governo estuda entrada de privados nas Unidades de Saúde Familiar	2012-10-02	https://arquivo.pt/noFrame/replay/20121002153212/http://publico.pt/	1	10	PUBLICO
Exames do 12.º ano vão incidir sobre matéria dada nos três anos	2012-10-02	https://arquivo.pt/noFrame/replay/20121002153212/http://publico.pt/	0	12	PUBLICO
Ataque a residência de estudantes na Nigéria causa 26 mortos	2012-10-02	https://arquivo.pt/noFrame/replay/20121002153212/http://publico.pt/	5	10	PUBLICO
Cortes na função pública explicam dois terços da redução da despesa	2012-10-02	https://arquivo.pt/noFrame/replay/20121002153212/http://publico.pt/	2	11	PUBLICO
Vítor Gaspar: Povo português revelou-se o melhor do mundo	2012-10-04	https://arquivo.pt/noFrame/replay/20121004152926/http://publico.pt/	0	9	PUBLICO
Deputados do CDS para as finanças escusam-se a aplaudir Passos	2012-10-04	https://arquivo.pt/noFrame/replay/20121004152926/http://publico.pt/	1	10	PUBLICO
Facebook ultrapassou os mil milhões de utilizadores	2012-10-04	https://arquivo.pt/noFrame/replay/20121004152926/http://publico.pt/	2	7	PUBLICO
Parlamento turco aprova envio de tropas para Síria se o Governo achar necessário	2012-10-04	https://arquivo.pt/noFrame/replay/20121004152926/http://publico.pt/	3	13	PUBLICO
Universidades portuguesas perdem posições num dos rankings mais prestigiados	2012-10-04	https://arquivo.pt/noFrame/replay/20121004152926/http://publico.pt/	4	9	PUBLICO
Romney vence Obama no primeiro debate presidencial	2012-10-04	https://arquivo.pt/noFrame/replay/20121004152926/http://publico.pt/	5	7	PUBLICO
Hollande quer acabar com trabalhos de casa no ensino francês	2012-10-16	https://arquivo.pt/noFrame/replay/20121016153332/http://publico.pt/	2	10	PUBLICO
Gaspar desafia deputados a proporem cortes na despesa	2012-10-16	https://arquivo.pt/noFrame/replay/20121016153332/http://publico.pt/	3	8	PUBLICO
Portugal com terceira maior queda de emprego na OCDE	2012-10-16	https://arquivo.pt/noFrame/replay/20121016153332/http://publico.pt/	4	9	PUBLICO
Porque é que é melhor comer sardinha do que salmão?	2012-10-16	https://arquivo.pt/noFrame/replay/20121016153332/http://publico.pt/	5	10	PUBLICO
Miguel Relvas recusa responder se coligação está de boa saúde	2012-10-16	https://arquivo.pt/noFrame/replay/20121016153332/http://publico.pt/	1	10	PUBLICO
Governo cancela contrato das Pandur	2012-10-16	https://arquivo.pt/noFrame/replay/20121016153332/http://publico.pt/	0	5	PUBLICO
Emigração: longe da Europa e de forma ilegal	2012-10-22	https://arquivo.pt/noFrame/replay/20121022153221/http://publico.pt/	5	8	PUBLICO
Morreu o sobrevivente mais velho de Auschwitz	2012-10-22	https://arquivo.pt/noFrame/replay/20121022153221/http://publico.pt/	4	7	PUBLICO
PGR abre inquérito a violação do segredo de justiça no caso Monte Branco	2012-10-22	https://arquivo.pt/noFrame/replay/20121022153221/http://publico.pt/	0	13	PUBLICO
Casa Pia: tribunal quer ouvir testemunha que desmentiu acusações depois da sentença	2012-10-22	https://arquivo.pt/noFrame/replay/20121022153221/http://publico.pt/	1	12	PUBLICO
Morte no Hospital de Braga sob inquérito	2012-10-22	https://arquivo.pt/noFrame/replay/20121022153221/http://publico.pt/	2	7	PUBLICO
Pussy Riot transferidas para campos de detenção brutais	2012-10-22	https://arquivo.pt/noFrame/replay/20121022153221/http://publico.pt/	3	8	PUBLICO
Sonangol reforça posição no BCP	2012-10-23	https://arquivo.pt/noFrame/replay/20121023000450/http://www.expresso.pt/	3	5	EXPRESSO
Moreirense afasta Sporting da Taça	2012-10-23	https://arquivo.pt/noFrame/replay/20121023000450/http://www.expresso.pt/	4	5	EXPRESSO
Saiba o que é a Perella	2012-10-23	https://arquivo.pt/noFrame/replay/20121023000450/http://www.expresso.pt/	0	6	EXPRESSO
Casa Pia: tribunal aceita ouvir vítima que voltou com a palavra atrás	2012-10-23	https://arquivo.pt/noFrame/replay/20121023000450/http://www.expresso.pt/	1	12	EXPRESSO
Casas em Espanha baixam 60% mas Portugal aumenta IMI	2012-10-23	https://arquivo.pt/noFrame/replay/20121023000450/http://www.expresso.pt/	2	9	EXPRESSO
Ricciardi admite ter falado com membros do Governo	2012-10-23	https://arquivo.pt/noFrame/replay/20121023000450/http://www.expresso.pt/	5	8	EXPRESSO
Governo não exclui sobretaxa de 4% no IRS além de 2013	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152655/http://publico.pt/	0	11	PUBLICO
Grécia terá mais tempo para cumprir plano da troika	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152655/http://publico.pt/	1	9	PUBLICO
Mota Soares admite recuar no corte do subsídio de desemprego	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152655/http://publico.pt/	2	10	PUBLICO
Ornatos Violeta: os fãs que fazem o culto	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152655/http://publico.pt/	3	8	PUBLICO
PSD aprova Orçamento em nome do interesse nacional	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152655/http://publico.pt/	4	8	PUBLICO
Coveiros de Belas, em Sintra, suspeitos de fazerem tiro ao alvo com caveiras	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152655/http://publico.pt/	5	13	PUBLICO
Por cada euro de austeridade a recessão agrava-se mais de um euro	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152929/http://www.expresso.pt/	5	12	EXPRESSO
Vercauteren confirmado como treinador do Sporting	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152929/http://www.expresso.pt/	4	6	EXPRESSO
Críticos faltam ao debate com o ministro das Finanças	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152929/http://www.expresso.pt/	0	9	EXPRESSO
Estamos no limite da tolerância da troika, diz Vítor Gaspar	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152929/http://www.expresso.pt/	1	10	EXPRESSO
Portugal sobe para 7º no clube da bancarrota	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152929/http://www.expresso.pt/	2	8	EXPRESSO
PSD repete argumentos do CDS para aprovar Orçamento	2012-10-24	https://arquivo.pt/noFrame/replay/20121024152929/http://www.expresso.pt/	3	8	EXPRESSO
Berlusconi condenado a quatro anos de prisão por fraude fiscal	2012-10-26	https://arquivo.pt/noFrame/replay/20121026152620/http://publico.pt/	0	10	PUBLICO
PS abstém-se no segundo Rectificativo de 2012	2012-10-26	https://arquivo.pt/noFrame/replay/20121026152620/http://publico.pt/	2	7	PUBLICO
Oito candidatos à compra da ANA	2012-10-26	https://arquivo.pt/noFrame/replay/20121026152620/http://publico.pt/	3	6	PUBLICO
Prémio Sakharov para dissidentes iranianos	2012-10-26	https://arquivo.pt/noFrame/replay/20121026152620/http://publico.pt/	4	5	PUBLICO
Governo mantém duração do subsídio de desemprego	2012-10-26	https://arquivo.pt/noFrame/replay/20121026152620/http://publico.pt/	5	7	PUBLICO
Governo prepara plano B de cortes de despesa até 830 milhões	2012-10-30	https://arquivo.pt/noFrame/replay/20121030163013/http://publico.pt/	1	11	PUBLICO
Fernando Ulrich: O país aguenta mais austeridade?... Ai aguenta, aguenta	2012-10-30	https://arquivo.pt/noFrame/replay/20121030163013/http://publico.pt/	2	10	PUBLICO
Corveta Oliveira e Carmo já está no fundo do mar, falta o Zambeze	2012-10-30	https://arquivo.pt/noFrame/replay/20121030163013/http://publico.pt/	3	13	PUBLICO
Obama declara estado de grande calamidade	2012-10-30	https://arquivo.pt/noFrame/replay/20121030163013/http://publico.pt/	0	6	PUBLICO
Passos Coelho nega um segundo pedido de resgate	2012-10-30	https://arquivo.pt/noFrame/replay/20121030163013/http://publico.pt/	4	8	PUBLICO
Primeiro-ministro grego anuncia acordo com a troika	2012-10-30	https://arquivo.pt/noFrame/replay/20121030163013/http://publico.pt/	5	7	PUBLICO
Asfixia financeira pode determinar o fim do Teatro da Cornucópia	2012-11-08	https://arquivo.pt/noFrame/replay/20121108161950/http://publico.pt/	5	10	PUBLICO
Ex-presidente da CGD defende transformação da caixa no Banco de Fomento Nacional	2012-11-08	https://arquivo.pt/noFrame/replay/20121108161950/http://publico.pt/	4	12	PUBLICO
A corrupção é um risco para o Partido Comunista Chinês	2012-11-08	https://arquivo.pt/noFrame/replay/20121108161950/http://publico.pt/	3	10	PUBLICO
Sucursal da CGD nas Astúrias ocupada para tentar evitar despejo de família	2012-11-08	https://arquivo.pt/noFrame/replay/20121108161950/http://publico.pt/	2	12	PUBLICO
Comité da ONU preocupado com discriminação de minorias étnicas em Portugal	2012-11-08	https://arquivo.pt/noFrame/replay/20121108161950/http://publico.pt/	1	11	PUBLICO
Maioria quer sobretaxa de IRS aplicada aos subsídios	2012-11-08	https://arquivo.pt/noFrame/replay/20121108161950/http://publico.pt/	0	8	PUBLICO
Merkel esteve meia hora com Cavaco Silva	2012-11-12	https://arquivo.pt/noFrame/replay/20121112162727/http://publico.pt/	0	7	PUBLICO
Bancos espanhóis aceitam deixar de fazer despejos em casos extremos	2012-11-12	https://arquivo.pt/noFrame/replay/20121112162727/http://publico.pt/	5	10	PUBLICO
Em Fevereiro, o país terá um choque quando olhar para a folha de ordenado	2012-11-12	https://arquivo.pt/noFrame/replay/20121112162727/http://publico.pt/	3	14	PUBLICO
Transportes, aeroportos e correios reduzidos a mínimos na quarta-feira	2012-11-12	https://arquivo.pt/noFrame/replay/20121112162727/http://publico.pt/	2	9	PUBLICO
Jornal de Angola denuncia campanha contra Luanda do poder ao mais alto nível em Portugal	2012-11-12	https://arquivo.pt/noFrame/replay/20121112162727/http://publico.pt/	1	15	PUBLICO
Governo, PSD e CDS calados face a críticas do jornal do regime angolano	2012-11-13	https://arquivo.pt/noFrame/replay/20121113162035/http://publico.pt/	5	13	PUBLICO
Nova lei do arrendamento entra hoje em vigor	2012-11-13	https://arquivo.pt/noFrame/replay/20121113004445/http://www.expresso.pt/	5	8	EXPRESSO
A visita da tia rica	2012-11-13	https://arquivo.pt/noFrame/replay/20121113004445/http://www.expresso.pt/	3	5	EXPRESSO
Veja o vídeo de Marcelo recusado pela Alemanha	2012-11-13	https://arquivo.pt/noFrame/replay/20121113004445/http://www.expresso.pt/	4	8	EXPRESSO
Morreu Zeca do Rock, pioneiro do rock'n'roll português	2012-11-13	https://arquivo.pt/noFrame/replay/20121113162035/http://publico.pt/	3	8	PUBLICO
Segurança a Merkel causa mal-estar no Exército	2012-11-13	https://arquivo.pt/noFrame/replay/20121113004445/http://www.expresso.pt/	0	7	EXPRESSO
Manifestantes rebentam grades da polícia	2012-11-13	https://arquivo.pt/noFrame/replay/20121113004445/http://www.expresso.pt/	1	5	EXPRESSO
Vale e Azevedo fica preso na Carregueira	2012-11-13	https://arquivo.pt/noFrame/replay/20121113004445/http://www.expresso.pt/	2	7	EXPRESSO
Minas: Governo assinou hoje com a MTI contrato de concessão do ferro de Moncorvo	2012-11-13	https://arquivo.pt/noFrame/replay/20121113162035/http://publico.pt/	2	14	PUBLICO
Movimento Sem Emprego apela à desobediência civil como forma de resistência	2012-11-13	https://arquivo.pt/noFrame/replay/20121113162035/http://publico.pt/	4	11	PUBLICO
Banco de Portugal prevê recessão maior em 2013	2012-11-13	https://arquivo.pt/noFrame/replay/20121113162035/http://publico.pt/	0	8	PUBLICO
Tornado faz pelo menos oito feridos no Algarve	2012-11-16	https://arquivo.pt/noFrame/replay/20121116162521/http://publico.pt/	0	8	PUBLICO
Aluno da Casa Pia diz que tudo não passou de uma brincadeira	2012-11-16	https://arquivo.pt/noFrame/replay/20121116162521/http://publico.pt/	1	12	PUBLICO
Presidente egípcio ameaça dar passos pouco habituais face a Israel	2012-11-16	https://arquivo.pt/noFrame/replay/20121116162521/http://publico.pt/	3	10	PUBLICO
Saída de professores explica redução de 5% na função pública	2012-11-16	https://arquivo.pt/noFrame/replay/20121116162521/http://publico.pt/	4	10	PUBLICO
Cáritas exige novos estilos de vida a quem aufere salários principescos	2012-11-16	https://arquivo.pt/noFrame/replay/20121116162521/http://publico.pt/	5	11	PUBLICO
Governo garante legalidade dos subsídios pagos a 1500 nomeados	2012-11-16	https://arquivo.pt/noFrame/replay/20121116162521/http://publico.pt/	2	9	PUBLICO
Manifestantes no Egipto dispersados com gás lacrimogéneo	2012-11-24	https://arquivo.pt/noFrame/replay/20121124160233/http://publico.pt/	5	7	PUBLICO
Portugueses vivem cada vez mais perto do mar	2012-11-24	https://arquivo.pt/noFrame/replay/20121124160233/http://publico.pt/	0	8	PUBLICO
Directores dizem que é preciso evitar que crianças desfaleçam nas escolas	2012-11-24	https://arquivo.pt/noFrame/replay/20121124160233/http://publico.pt/	3	11	PUBLICO
É melhor pensar duas vezes antes de carregar no botão de retweet	2012-11-24	https://arquivo.pt/noFrame/replay/20121124160233/http://publico.pt/	2	12	PUBLICO
Autoeuropa vai investir 110 milhões apesar da crise	2012-11-24	https://arquivo.pt/noFrame/replay/20121124160233/http://publico.pt/	4	8	PUBLICO
Um cancro matou JR Ewing	2012-11-24	https://arquivo.pt/noFrame/replay/20121124160209/http://www.publico.pt/	1	5	PUBLICO
Directores dizem que é preciso evitar que as crianças desfaleçam nas escolas	2012-11-24	https://arquivo.pt/noFrame/replay/20121124160209/http://www.publico.pt/	3	12	PUBLICO
Pais em 2012: Corajosos, irresponsáveis ou optimistas?	2012-11-25	https://arquivo.pt/noFrame/replay/20121125160235/http://publico.pt/	0	7	PUBLICO
Chuvas mataram 1310 portugueses nos últimos 150 anos	2012-11-25	https://arquivo.pt/noFrame/replay/20121125160235/http://publico.pt/	5	8	PUBLICO
